k,u_before,v_before,tape_bit,sum,u_after,v_after
280,-32952963078280446016756194760763514441515524046708524806503068783546921941,-296585294887457502355540046291699476255455280306591936241721572207202046205,0,-329538257965737948372296241052462990696970804353300461048224640990748968146,-32952963078280446016756194760763514441515524046708524806503068783546921941,-164769128982868974186148120526231495348485402176650230524112320495374484073
281,-32952963078280446016756194760763514441515524046708524806503068783546921941,-164769128982868974186148120526231495348485402176650230524112320495374484073,0,-197722092061149420202904315286995009790000926223358755330615389278921406014,-98861046030574710101452157643497504895000463111679377665307694639460703007,-164769128982868974186148120526231495348485402176650230524112320495374484073
282,-98861046030574710101452157643497504895000463111679377665307694639460703007,-164769128982868974186148120526231495348485402176650230524112320495374484073,1,-65908082952294264084695962882733990453484939064970852858804625855913781066,-98861046030574710101452157643497504895000463111679377665307694639460703007,-32954041476147132042347981441366995226742469532485426429402312927956890533
283,-98861046030574710101452157643497504895000463111679377665307694639460703007,-32954041476147132042347981441366995226742469532485426429402312927956890533,1,-65907004554427578059104176202130509668257993579193951235905381711503812474,-32953502277213789029552088101065254834128996789596975617952690855751906237,-32954041476147132042347981441366995226742469532485426429402312927956890533
284,-32953502277213789029552088101065254834128996789596975617952690855751906237,-32954041476147132042347981441366995226742469532485426429402312927956890533,0,-65907543753360921071900069542432250060871466322082402047355003783708796770,-32953502277213789029552088101065254834128996789596975617952690855751906237,-32953771876680460535950034771216125030435733161041201023677501891854398385
285,-32953502277213789029552088101065254834128996789596975617952690855751906237,-32953771876680460535950034771216125030435733161041201023677501891854398385,0,-65907274153894249565502122872281379864564729950638176641630192747606304622,-32953637076947124782751061436140689932282364975319088320815096373803152311,-32953771876680460535950034771216125030435733161041201023677501891854398385
286,-32953637076947124782751061436140689932282364975319088320815096373803152311,-32953771876680460535950034771216125030435733161041201023677501891854398385,1,-134799733335753198973335075435098153368185722112702862405518051246074,-32953637076947124782751061436140689932282364975319088320815096373803152311,-67399866667876599486667537717549076684092861056351431202759025623037
287,-32953637076947124782751061436140689932282364975319088320815096373803152311,-67399866667876599486667537717549076684092861056351431202759025623037,1,-32953569677080456906151574768602972383205680882458031969383893614777529274,-16476784838540228453075787384301486191602840441229015984691946807388764637,-67399866667876599486667537717549076684092861056351431202759025623037
288,-16476784838540228453075787384301486191602840441229015984691946807388764637,-67399866667876599486667537717549076684092861056351431202759025623037,0,-16476852238406896329675274051839203740679524534090072336123149566414387674,-16476784838540228453075787384301486191602840441229015984691946807388764637,-8238426119203448164837637025919601870339762267045036168061574783207193837
289,-16476784838540228453075787384301486191602840441229015984691946807388764637,-8238426119203448164837637025919601870339762267045036168061574783207193837,0,-24715210957743676617913424410221088061942602708274052152753521590595958474,-12357605478871838308956712205110544030971301354137026076376760795297979237,-8238426119203448164837637025919601870339762267045036168061574783207193837
290,-12357605478871838308956712205110544030971301354137026076376760795297979237,-8238426119203448164837637025919601870339762267045036168061574783207193837,0,-20596031598075286473794349231030145901311063621182062244438335578505173074,-12357605478871838308956712205110544030971301354137026076376760795297979237,-10298015799037643236897174615515072950655531810591031122219167789252586537
291,-12357605478871838308956712205110544030971301354137026076376760795297979237,-10298015799037643236897174615515072950655531810591031122219167789252586537,0,-22655621277909481545853886820625616981626833164728057198595928584550565774,-11327810638954740772926943410312808490813416582364028599297964292275282887,-10298015799037643236897174615515072950655531810591031122219167789252586537
292,-11327810638954740772926943410312808490813416582364028599297964292275282887,-10298015799037643236897174615515072950655531810591031122219167789252586537,1,1029794839917097536029768794797735540157884771772997477078796503022696350,-11327810638954740772926943410312808490813416582364028599297964292275282887,514897419958548768014884397398867770078942385886498738539398251511348175
293,-11327810638954740772926943410312808490813416582364028599297964292275282887,514897419958548768014884397398867770078942385886498738539398251511348175,1,-11842708058913289540941827807711676260892358968250527337837362543786631062,-5921354029456644770470913903855838130446179484125263668918681271893315531,514897419958548768014884397398867770078942385886498738539398251511348175
294,-5921354029456644770470913903855838130446179484125263668918681271893315531,514897419958548768014884397398867770078942385886498738539398251511348175,1,6436251449415193538485798301254705900525121870011762407458079523404663706,-5921354029456644770470913903855838130446179484125263668918681271893315531,3218125724707596769242899150627352950262560935005881203729039761702331853
295,-5921354029456644770470913903855838130446179484125263668918681271893315531,3218125724707596769242899150627352950262560935005881203729039761702331853,0,-2703228304749048001228014753228485180183618549119382465189641510190983678,-1351614152374524000614007376614242590091809274559691232594820755095491839,3218125724707596769242899150627352950262560935005881203729039761702331853
